x,y,z
-0.2692664690903657,0.07222075852224792,0.35129211894896284
0.022461,0.21135107748086485,0.054162054117393985
0.08071677844518978,0.6234931486044207,-0.3397015519769855
0.029125351740123224,0.5765485966001841,-0.16545549532635073
-0.2292738727948164,0.0652470440942896,0.3338809235721101
-0.1283079738916869,0.008215589602334782,-0.30704029960013
0.04848205064058976,0.3222807230874407,-0.36558123617568117
-0.135742,0.402922196075833,0.19804806543499867
-0.13500718430308428,0.588952498958405,0.2939559694937236
-0.22848935202368348,0.050781,0.2261800308480948
0.06580345415207856,0.31707863200309017,-0.36408755402262094
0.04693158469138651,0.6031623578545038,0.3389744158193113
0.06474926280607948,0.28863861127038976,0.2838846611337294
0.10463870394550882,0.8315297272969082,-0.13279547607916908
-0.135742,0.2817455835141054,0.18745547808992571
-0.1409966091229478,0.03282869022180837,-0.22672668349961828
0.29816024492571364,0.050781,-0.1791250590471053
-0.135742,0.11975010123218502,0.1848097039064168
0.015409965809059841,0.0,-0.42580242895345194
-0.11429899028997634,0.5371458973688477,-0.3078041220793434
-0.135742,0.044409295470549774,-0.2848713370416187
-0.13240978812625495,0.7984756863388,-0.10766407987462931
0.05399620039553163,0.26581354524199013,-0.29910501445255905
0.2046910772288362,0.050781,-0.17631755179508996
0.24081267863093475,0.0,-0.2781609363122687
0.022461,0.5160839331721598,-0.10751271315610114
0.23749163734215722,0.0,0.3280042763432864
-0.13268353919221473,0.7880493958433283,-0.05400811240738296
0.10327671598516136,0.5528846901194466,0.17128707605521787
-0.12630490390655075,0.16277235863384099,-0.30737949911819495
0.110352,0.3258767830411192,-0.25888019121869527
0.061122128658972055,0.2516061428493021,-0.29919997022475536
-0.135742,0.40475549864272,-0.03391826995617374
0.10448316141557351,0.7793881271716621,0.21319187921127306
0.110352,0.49637444900989725,0.22851284982437847
-0.2241959335537528,0.0,0.23076067927264457
0.34668,0.028171430058713927,0.045939906174549724
-0.004433039192139122,0.014993107536423434,-0.31214344850810083
0.049774229924933716,0.0,0.2911321433107615
0.10912665298156218,0.8816931938755149,0.01899975253735342
0.022461,0.3194434670243748,0.05595171722880908
0.03987115867249555,0.6005471254505929,0.37043498041293393
-0.13302228772852756,0.8788986474659466,0.06102273771771817
-0.15408713411769528,0.06811824779869598,0.35208216864809905
0.038571585331427384,0.22351108044013535,0.36353828489792334
0.024114640427936762,0.404260435860698,0.2835947782825122
-0.13721877061224858,0.6381316839154072,0.30090951074647654
-0.3012044379395022,0.0,0.1890247782389078
0.053711,0.7097006395578256,0.11509598496074516
-0.22111302562495308,0.050781,0.022947507525183135
-0.135742,0.313698851088246,-0.08591524422574778
-0.011859408528301349,0.833606068634399,0.1567593596851642
-0.19601434336191395,0.050781,0.026075767902762975
-0.21429805817372705,0.005832291202856876,0.34097917267546324
0.34322495002397685,0.025599490098165624,-0.2126047446197688
-0.135742,0.4113029973748382,0.1469710945217431
0.022461,0.2807309198666872,0.05957776854275762
-0.135742,0.6373804231057165,-0.15861965441698309
0.08316387871621803,0.29565327482371234,-0.33462414989336814
-0.10208367958532721,0.38627898267323296,-0.3061392411167421
-0.010742,0.043182749592733216,-0.31032711928899187
-0.135742,0.4969730280936245,-0.1962928583992445
0.03331203395718204,0.06173170409316569,0.4460089701637154
0.10539745912000273,0.7526706370763494,0.15113137598834717
-0.15103831487293398,0.050781,0.04490276658978598
0.21200546813923354,0.050781,-0.003521362152141074
0.110352,0.3620693646324196,-0.2193118268631813
-0.0818937181535321,0.3373483665712147,0.28214710803426774
-0.03747075997902925,0.12129806492388566,-0.3478699908046164
-0.2264406316657674,0.0,-0.24357239122146868
0.07815250949792024,0.32846199043377833,-0.3406482626590854
0.06309676778629708,0.5609732316642276,0.2969133097739983
0.022461,0.6889908041844476,0.047248572063606165
-0.046635904700443806,0.3343624665736779,0.2826763860241162
0.36674273937343593,0.0,-0.2240184272526608
-0.09244034401324788,0.8938413665086526,0.049805
-0.3157296818437657,0.01914599922488457,-0.03801970398109783
0.09407782653040002,0.6802773073988696,0.2665301902653555
0.24314389730724276,0.0,-0.39183377411525844
-0.2657759643293902,0.06680892701034986,0.3509501746009676
0.040471077340290804,0.06415759026266003,0.43386656759854325
-0.135742,0.06981246543274569,0.13079742953001827
0.022461,0.32898447067065095,0.10071540619259313
0.110352,0.5382627935284278,0.2344547827261641
0.163086,0.060207086418502274,-0.20830358758082898
-0.07757991125562556,0.06122399223273583,0.4304536391650084
0.11973236520191222,0.117188,-0.28447251277022656
-0.049927434005893515,0.0,0.27987331314758096
0.012968261133953371,0.6870218440595256,0.26514669783608036
0.10573604793611971,0.0,0.4111058881255941
0.338867,0.0025895876106337354,0.23085157278557566
0.010952415110942776,0.9175347713348493,0.019682203412268645
-0.13140234454511385,0.8664502951216466,0.03820370323078687
0.07342475730168985,0.3359616121384741,0.17761015709594466
-0.08628731242638275,0.2950063082386154,-0.3045608291390883
-0.135742,0.6036222170775669,-0.019818922978955322
-0.041436734812095546,0.0,0.3159455381853998
0.032825883349526325,0.6896398330796941,0.2645172235403974
-0.08452975531122173,0.14373108158080197,-0.33660590500014564
-0.135742,0.5556144212195698,-0.19105207118267192
0.07866792428073285,0.117188,-0.057727777353478185
0.12631234119476012,0.4717651414550087,-0.2693297248647081
0.1327052347611179,0.45329078768110376,0.26781903286408626
